customerid,firstname,lastname,address1,address2,city,state,zip,country,region,email,phone,creditcardtype,creditcard,creditcardexpiration,username,password,age,income,gender
4791,VGVXFA,TPMCXUCYLE,9287705474 Dell Way,,STRKOGB,NH,19066,US,1,TPMCXUCYLE@dell.com,9287705474,3,1260257762391120,2012/10,user4791,password,73,80000,F
4792,PSGPMW,BOUVQSHVKB,8869089199 Dell Way,,MVPTXEV,SD,62924,US,1,BOUVQSHVKB@dell.com,8869089199,5,4725067616906017,2011/08,user4792,password,52,40000,F
4793,TVUQWI,KSZDZVNAIJ,8348191120 Dell Way,,QBGVXBK,RI,89427,US,1,KSZDZVNAIJ@dell.com,8348191120,3,5393366618081928,2009/08,user4793,password,77,20000,F
4794,PRIYBA,YEATSBBCRD,8127362790 Dell Way,,IMAKXUH,OK,30442,US,1,YEATSBBCRD@dell.com,8127362790,1,8835576879326255,2011/01,user4794,password,41,40000,M
4795,QEURCZ,SVRTXTLACX,9525253149 Dell Way,,BNVWVNB,NJ,58333,US,1,SVRTXTLACX@dell.com,9525253149,2,6255563883576543,2009/06,user4795,password,39,100000,M
4796,BPRAHN,SBKMMKPKMD,8821665673 Dell Way,,FIYTKPH,KY,83605,US,1,SBKMMKPKMD@dell.com,8821665673,4,3358326681423932,2008/07,user4796,password,80,40000,F
4797,OGLBZN,LMZWBJJEPR,8245540148 Dell Way,,DJBSQKO,MS,99971,US,1,LMZWBJJEPR@dell.com,8245540148,4,5819802991114557,2011/11,user4797,password,67,40000,F
4798,DGEQSQ,PPRZYWPPAY,6313949706 Dell Way,,RTPBHCB,CA,77857,US,1,PPRZYWPPAY@dell.com,6313949706,4,6898820574395359,2009/12,user4798,password,78,40000,F
4799,ZAYPQO,HQNEFDEEUX,3143161303 Dell Way,,TVEVXGP,MO,99493,US,1,HQNEFDEEUX@dell.com,3143161303,4,9541785183362664,2008/02,user4799,password,30,20000,F
4800,CQURYK,ECQHGUCENX,5644826977 Dell Way,,IJVOYIO,FL,15854,US,1,ECQHGUCENX@dell.com,5644826977,2,2936534289270639,2011/04,user4800,password,46,80000,M
4801,ELXPQZ,GXGAAKOXTY,3981364344 Dell Way,,THWBWBD,MA,38163,US,1,GXGAAKOXTY@dell.com,3981364344,1,6483482809271664,2011/11,user4801,password,58,100000,F
4802,LNYLTW,STWCIUVGOD,2075388919 Dell Way,,DPAFSKN,AR,51641,US,1,STWCIUVGOD@dell.com,2075388919,4,3966215034946799,2011/08,user4802,password,65,20000,F
4803,POXMGR,JJZEEGSIJH,5634967626 Dell Way,,IOASCBE,GA,83335,US,1,JJZEEGSIJH@dell.com,5634967626,5,5246405582409352,2008/01,user4803,password,63,80000,M
4804,NHVEQF,EVKKNSUVBI,2683966369 Dell Way,,VULXYQS,MN,55380,US,1,EVKKNSUVBI@dell.com,2683966369,4,5600369288120419,2012/06,user4804,password,24,40000,M
4805,YNIDRD,NBRFVNHEIB,3261083935 Dell Way,,PGZGYMT,DC,19928,US,1,NBRFVNHEIB@dell.com,3261083935,5,5817239402793348,2009/04,user4805,password,35,40000,M
4806,OKMSXO,KDKXKPGLFM,6045406516 Dell Way,,LLLXEPA,ME,60744,US,1,KDKXKPGLFM@dell.com,6045406516,4,8785105123650283,2011/01,user4806,password,67,40000,F
4807,ECHSML,DKVSQHXDSI,6584322095 Dell Way,,PQNERYT,HI,72322,US,1,DKVSQHXDSI@dell.com,6584322095,1,7447701775468887,2009/05,user4807,password,27,60000,F
4808,LEZWIK,SAAZYESGTJ,2013294296 Dell Way,,UYASSGK,KY,35036,US,1,SAAZYESGTJ@dell.com,2013294296,4,7050290239974857,2009/02,user4808,password,29,80000,F
4809,DOPOGQ,PFOTYVNHPM,5756809263 Dell Way,,IHFPSNW,SD,24877,US,1,PFOTYVNHPM@dell.com,5756809263,1,3404356372077018,2011/09,user4809,password,58,100000,F
4810,EKMUZS,JSREGZTSHB,8931967516 Dell Way,,XWTLSOP,IA,64967,US,1,JSREGZTSHB@dell.com,8931967516,5,3945317579898983,2010/10,user4810,password,60,80000,F
4811,CKDUTW,MYCLSVTTTP,1232475977 Dell Way,,NFICVPS,OH,57133,US,1,MYCLSVTTTP@dell.com,1232475977,1,3825122991111130,2011/09,user4811,password,53,80000,F
4812,QMXMZV,PKNLDHETUJ,5386570122 Dell Way,,BXFQPXE,NJ,11835,US,1,PKNLDHETUJ@dell.com,5386570122,2,7850039523094893,2012/12,user4812,password,83,80000,F
4813,UCKQSU,DDYLISGSTD,6223937060 Dell Way,,XKTUPJV,AZ,62226,US,1,DDYLISGSTD@dell.com,6223937060,1,5484524114988745,2010/09,user4813,password,84,40000,M
4814,HXMCBQ,BNZTTSNWQX,1419932590 Dell Way,,QKNZGPO,SD,67062,US,1,BNZTTSNWQX@dell.com,1419932590,2,3708885540720075,2012/08,user4814,password,23,40000,M
4815,PJOFKB,FDVXQSOOIY,6328509478 Dell Way,,BHFRVAH,UT,38375,US,1,FDVXQSOOIY@dell.com,6328509478,5,9130087033379824,2011/02,user4815,password,47,40000,F
4816,ZMWBRA,WPRODGWCID,5853350171 Dell Way,,HZZIGVQ,TX,71165,US,1,WPRODGWCID@dell.com,5853350171,3,7971972153987736,2012/10,user4816,password,34,100000,F
4817,CYYCVO,UJSAFVIJDH,6635350954 Dell Way,,ILOECKW,NJ,93553,US,1,UJSAFVIJDH@dell.com,6635350954,3,7325341193936766,2012/06,user4817,password,87,100000,F
4818,XBGLVP,EVVZEECLNO,1312364705 Dell Way,,ARQKNHI,DE,86016,US,1,EVVZEECLNO@dell.com,1312364705,1,3975933030247688,2012/12,user4818,password,74,100000,F
4819,AIWQNS,LMWQPHDEHV,3403380517 Dell Way,,VSJCBNY,AZ,58681,US,1,LMWQPHDEHV@dell.com,3403380517,1,5577704102266580,2008/12,user4819,password,57,20000,F
4820,KSUCDH,YUWGYBOUWG,7376746949 Dell Way,,DYHRXJF,DE,48922,US,1,YUWGYBOUWG@dell.com,7376746949,2,4432667179498822,2009/04,user4820,password,66,80000,M
4821,LSCTRX,QXVRLPNSTM,2721891837 Dell Way,,AKKJPOV,IN,77269,US,1,QXVRLPNSTM@dell.com,2721891837,3,1101583763025701,2012/03,user4821,password,88,40000,M
4822,CBOZRM,VJYKXQEKQO,1711994470 Dell Way,,UAEIVMB,AL,12140,US,1,VJYKXQEKQO@dell.com,1711994470,5,2893773146905005,2008/03,user4822,password,26,20000,F
4823,RCZEXI,CIFTNPKBJL,9415571956 Dell Way,,FSHSTHS,TN,27661,US,1,CIFTNPKBJL@dell.com,9415571956,5,4709232077002525,2008/01,user4823,password,68,80000,F
4824,RXBZAJ,FTXUDYEPEW,7862738093 Dell Way,,WWQEPMJ,NC,42429,US,1,FTXUDYEPEW@dell.com,7862738093,3,4410696174483746,2010/05,user4824,password,54,20000,F
4825,OCGYHA,VBETGTYCPV,9494155613 Dell Way,,TTLFCZO,TX,62150,US,1,VBETGTYCPV@dell.com,9494155613,2,9254841100890190,2010/06,user4825,password,29,100000,M
4826,KXUKTW,PNCILFXHYQ,2910937771 Dell Way,,TDTSSPH,NV,91288,US,1,PNCILFXHYQ@dell.com,2910937771,1,3900466032791883,2009/02,user4826,password,78,80000,F
4827,QFTMUG,PCSUAATQTX,2885654519 Dell Way,,KLPZTHX,WV,44523,US,1,PCSUAATQTX@dell.com,2885654519,2,5350679659750313,2008/02,user4827,password,54,80000,F
4828,GDDNSG,GNGGGXADHM,9174826665 Dell Way,,THFBEFL,LA,58461,US,1,GNGGGXADHM@dell.com,9174826665,3,7056043314281852,2010/01,user4828,password,19,80000,F
4829,EFXKLK,QSRNSVVFPC,8472031266 Dell Way,,LQGQBQE,WV,11979,US,1,QSRNSVVFPC@dell.com,8472031266,2,1738688815850764,2012/01,user4829,password,37,20000,F
4830,EKSPAL,GOECKJRMUH,5039351962 Dell Way,,SKJIOIJ,MA,72634,US,1,GOECKJRMUH@dell.com,5039351962,2,7720725490711630,2011/03,user4830,password,18,100000,M
4831,SMRDTG,HWQQNCLVVV,9659516485 Dell Way,,FEJNOTF,WY,99206,US,1,HWQQNCLVVV@dell.com,9659516485,4,3048612040001899,2012/08,user4831,password,80,80000,F
4832,NVWTCT,KTHMECIAIM,4197728866 Dell Way,,JVADBAD,AK,76846,US,1,KTHMECIAIM@dell.com,4197728866,5,4239392000716180,2009/08,user4832,password,52,80000,F
4833,JNOCXI,JJNMSNUEXQ,4216819237 Dell Way,,FARGERZ,MT,69675,US,1,JJNMSNUEXQ@dell.com,4216819237,4,3801600483246148,2012/06,user4833,password,74,20000,M
4834,IHWRRG,EEYSZDPPJQ,9512984586 Dell Way,,HPUZPHQ,WI,12143,US,1,EEYSZDPPJQ@dell.com,9512984586,4,5455244190990925,2011/12,user4834,password,52,20000,F
4835,ITZOYD,NQCQFSZWZP,5016775813 Dell Way,,QYFYPEY,MT,95703,US,1,NQCQFSZWZP@dell.com,5016775813,2,9483898716513068,2012/04,user4835,password,34,40000,F
4836,FVZIIP,KZVCZRCOIA,8243846970 Dell Way,,TGPXFDW,NM,44311,US,1,KZVCZRCOIA@dell.com,8243846970,3,7245820452459157,2008/10,user4836,password,72,40000,M
4837,SOZIYY,EBXWDMEEFL,9867249982 Dell Way,,UDQXZGH,SC,83901,US,1,EBXWDMEEFL@dell.com,9867249982,5,6691250462085009,2011/01,user4837,password,37,60000,M
4838,GUOFZQ,DVUPAYVLSY,7979105480 Dell Way,,BQYIXTD,VT,63605,US,1,DVUPAYVLSY@dell.com,7979105480,4,6955059875734151,2008/02,user4838,password,37,40000,M
4839,VNWMQS,GFTEAEXZGN,9641541875 Dell Way,,YOLSSJH,MO,99916,US,1,GFTEAEXZGN@dell.com,9641541875,3,1888799942564219,2009/10,user4839,password,18,20000,F
4840,WOYPUE,IZFNXETLDI,4225226056 Dell Way,,XVAGDMG,CA,11524,US,1,IZFNXETLDI@dell.com,4225226056,2,8546645007561893,2009/05,user4840,password,29,40000,M
4841,CVTGET,LRRQLCUTZP,2037930621 Dell Way,,TGTGNVH,UT,24292,US,1,LRRQLCUTZP@dell.com,2037930621,2,6068026285152883,2009/06,user4841,password,55,40000,F
4842,HQMACE,STQUNJUDDB,4722244097 Dell Way,,WKORRLW,SC,71941,US,1,STQUNJUDDB@dell.com,4722244097,1,2487908897921443,2012/06,user4842,password,53,40000,F
4843,ZGFEYY,UTLENOIPLS,5158911425 Dell Way,,EDKPZFH,MA,36450,US,1,UTLENOIPLS@dell.com,5158911425,2,7757161384914071,2012/07,user4843,password,80,100000,M
4844,BCSZWM,LBZAJPLCTO,7899445779 Dell Way,,NINSQXA,CO,31271,US,1,LBZAJPLCTO@dell.com,7899445779,1,7939779200125486,2011/12,user4844,password,58,80000,F
4845,HQXTCZ,TCIINKBCXK,5822871454 Dell Way,,PQBNRDT,ME,28085,US,1,TCIINKBCXK@dell.com,5822871454,1,2537858171854168,2008/09,user4845,password,34,40000,F
4846,DDLCWN,LEBWGDUQTK,3009715344 Dell Way,,SGBWAMB,NE,58515,US,1,LEBWGDUQTK@dell.com,3009715344,4,3191979674156755,2010/01,user4846,password,61,60000,F
4847,ASAODF,PZLSTCMEUT,5750359769 Dell Way,,GRUTSIH,WA,10247,US,1,PZLSTCMEUT@dell.com,5750359769,2,1343050794675946,2008/12,user4847,password,32,20000,M
4848,FSVLHU,WAOZNTUGZL,4543043005 Dell Way,,ASEJACJ,NC,53567,US,1,WAOZNTUGZL@dell.com,4543043005,4,5115111446939409,2010/10,user4848,password,27,100000,M
4849,YGVTCW,ICJBXPAJQT,6152383221 Dell Way,,NZUQIIC,OK,98704,US,1,ICJBXPAJQT@dell.com,6152383221,2,8241207911167295,2011/02,user4849,password,42,80000,F
4850,EKLASO,KTMZUVPOJP,4999008580 Dell Way,,IZXRCQQ,NY,93395,US,1,KTMZUVPOJP@dell.com,4999008580,2,1355572385713458,2011/01,user4850,password,46,100000,F
4851,VYDKIX,WISSYGBNPB,1121721918 Dell Way,,LGDBWVZ,KS,28270,US,1,WISSYGBNPB@dell.com,1121721918,1,3106790800578892,2009/01,user4851,password,66,40000,M
4852,UQISNR,KGQQHDGIOM,7758484832 Dell Way,,MQJIPRN,NJ,79383,US,1,KGQQHDGIOM@dell.com,7758484832,1,8210186998825521,2010/03,user4852,password,75,40000,M
4853,DYLUIR,KZYOFHDSUT,3627106165 Dell Way,,BCJSQYM,MA,96819,US,1,KZYOFHDSUT@dell.com,3627106165,4,2929137947037816,2008/01,user4853,password,26,40000,M
4854,OZHFKG,EZMMCEHWFJ,4104973452 Dell Way,,FYAELJD,OK,25156,US,1,EZMMCEHWFJ@dell.com,4104973452,4,2635163983330130,2010/01,user4854,password,27,20000,M
4855,KFKRKJ,DWMHDINNOL,3345171695 Dell Way,,NSXXVPC,FL,46252,US,1,DWMHDINNOL@dell.com,3345171695,4,4635927669238299,2009/08,user4855,password,47,80000,M
4856,VLHEPE,RXIAKWOWJH,2502680619 Dell Way,,THDJJIT,NM,96817,US,1,RXIAKWOWJH@dell.com,2502680619,1,6642785204108805,2010/10,user4856,password,55,40000,F
4857,UOVZGS,HGDDUANCTV,1972829653 Dell Way,,FDENWVM,AR,84436,US,1,HGDDUANCTV@dell.com,1972829653,4,6670991402119399,2011/12,user4857,password,82,60000,M
4858,SKULRB,OVWOIYIDDL,6298730047 Dell Way,,IQIDDJY,IA,98082,US,1,OVWOIYIDDL@dell.com,6298730047,5,9752442379947752,2010/04,user4858,password,56,20000,M
4859,IPJJEE,FSNDARHMZY,1867922989 Dell Way,,UCBDBID,NV,25383,US,1,FSNDARHMZY@dell.com,1867922989,1,5124930280726403,2011/04,user4859,password,28,100000,M
4860,NIBRNU,ERVVZHVXBY,9135447029 Dell Way,,ZFZHIQL,ME,79227,US,1,ERVVZHVXBY@dell.com,9135447029,1,1591653382405638,2008/01,user4860,password,88,60000,F
4861,AFWUKO,PGNWCKYAJD,5344931296 Dell Way,,ARMQCXK,AK,95590,US,1,PGNWCKYAJD@dell.com,5344931296,1,9622313563711942,2010/08,user4861,password,38,60000,M
4862,DGGSWM,FTOQROAVOR,2049698666 Dell Way,,IFUFQUE,CT,85530,US,1,FTOQROAVOR@dell.com,2049698666,3,4903074174188078,2010/01,user4862,password,36,60000,F
4863,MGEZMX,OCPCDLRVTX,6860642652 Dell Way,,PZOJDRF,IA,32339,US,1,OCPCDLRVTX@dell.com,6860642652,4,3577970367856324,2012/03,user4863,password,60,40000,F
4864,TJYRXB,HAETSZNPPM,4447577956 Dell Way,,EYPWEVC,TN,53486,US,1,HAETSZNPPM@dell.com,4447577956,4,7156180067453534,2012/02,user4864,password,28,80000,F
4865,CKJDSJ,ILBHZRWLWV,1325112918 Dell Way,,ASAWUVJ,FL,61556,US,1,ILBHZRWLWV@dell.com,1325112918,1,7171909551136196,2008/11,user4865,password,29,40000,F
4866,NKAXSM,YALQWWNSXF,8586763591 Dell Way,,TUAPDFE,DE,42973,US,1,YALQWWNSXF@dell.com,8586763591,2,3324038784019649,2012/08,user4866,password,59,60000,M
4867,PKRBJS,NAPJNHHTBB,6310320422 Dell Way,,TQEZUJI,NJ,72559,US,1,NAPJNHHTBB@dell.com,6310320422,4,3676203167531639,2008/02,user4867,password,39,80000,M
4868,ZUXRIX,GRLOZEPBYF,6163614443 Dell Way,,FXAPFQH,SD,33347,US,1,GRLOZEPBYF@dell.com,6163614443,5,4559840423520655,2012/09,user4868,password,86,100000,M
4869,VNVTUN,EIMIXOHDTE,4990625939 Dell Way,,DJKUQFB,GA,26210,US,1,EIMIXOHDTE@dell.com,4990625939,1,9041980599518866,2009/11,user4869,password,48,40000,F
4870,GYETDN,GMLUTPOXTX,6254429569 Dell Way,,HNONOTR,AK,82920,US,1,GMLUTPOXTX@dell.com,6254429569,2,7440792555920780,2012/08,user4870,password,28,40000,M
4871,IARWGD,HBWWQUPOCD,4486048080 Dell Way,,CPRWHSR,UT,18255,US,1,HBWWQUPOCD@dell.com,4486048080,5,7186390663497151,2010/02,user4871,password,34,100000,F
4872,XSJAZL,XWCSLRUOUK,7642985580 Dell Way,,GQRYIOB,OH,47773,US,1,XWCSLRUOUK@dell.com,7642985580,2,5758079150691629,2012/01,user4872,password,64,100000,M
4873,AXTMVQ,ONBGIQASXQ,8876896648 Dell Way,,JWYYXQJ,NM,88554,US,1,ONBGIQASXQ@dell.com,8876896648,4,9561494553927332,2010/06,user4873,password,71,60000,F
4874,NAFDPS,EVAVVTSMCO,9140481016 Dell Way,,LALCJCY,ID,72203,US,1,EVAVVTSMCO@dell.com,9140481016,4,2502617172431201,2011/04,user4874,password,58,20000,F
4875,TGXMLT,NGOGYAJNMK,9125969415 Dell Way,,YOTBNAT,MD,82040,US,1,NGOGYAJNMK@dell.com,9125969415,1,2030768071301281,2010/03,user4875,password,50,40000,F
4876,JRWCED,RKCRUPEEOS,8775793269 Dell Way,,YPFYIPT,IA,68624,US,1,RKCRUPEEOS@dell.com,8775793269,4,8483903055079282,2009/11,user4876,password,37,80000,M
4877,DTTHKE,JCYZGCNZAD,3347533158 Dell Way,,EZMUSTL,NH,48784,US,1,JCYZGCNZAD@dell.com,3347533158,5,3975525447633118,2010/07,user4877,password,84,80000,F
4878,RYSVIV,UHCXVBXZFX,9618288234 Dell Way,,MZQFLFQ,OH,19742,US,1,UHCXVBXZFX@dell.com,9618288234,2,7027300904970617,2012/11,user4878,password,90,60000,M
4879,SJEODM,QBHRZHXWTX,5264059236 Dell Way,,MYISOAU,MT,32073,US,1,QBHRZHXWTX@dell.com,5264059236,2,2245587544981390,2010/11,user4879,password,89,20000,F
4880,DSLQJM,XBLEYHYWUW,6481145490 Dell Way,,FMKFHYM,PA,38122,US,1,XBLEYHYWUW@dell.com,6481145490,2,2955141607206315,2010/05,user4880,password,53,80000,F
4881,XJMJHN,VMMDKIXGNJ,2132284749 Dell Way,,RTRPFKX,TN,67442,US,1,VMMDKIXGNJ@dell.com,2132284749,3,1302264550235122,2011/03,user4881,password,29,60000,M
4882,QXVDSH,QVRYTXMDPG,8862970284 Dell Way,,UEMFCIV,HI,76748,US,1,QVRYTXMDPG@dell.com,8862970284,5,9265817542560400,2008/05,user4882,password,51,80000,F
4883,HUZOKV,GJOEWRTCMY,5841603202 Dell Way,,ORAWNGQ,MA,15822,US,1,GJOEWRTCMY@dell.com,5841603202,3,4764058239758015,2012/01,user4883,password,67,40000,M
4884,RVGMBQ,BFMSZOEXDV,6745776846 Dell Way,,XAJEQSF,FL,21501,US,1,BFMSZOEXDV@dell.com,6745776846,1,2630606595892459,2009/06,user4884,password,20,100000,F
4885,HLJYMP,KFOZKLDGJD,6576154077 Dell Way,,PNUITZL,MD,22750,US,1,KFOZKLDGJD@dell.com,6576154077,4,6307542110327632,2011/09,user4885,password,81,100000,F
4886,FWQUHV,JGFVJMFNBT,1146790962 Dell Way,,IJMHUWL,ME,62726,US,1,JGFVJMFNBT@dell.com,1146790962,1,3402289139106870,2012/01,user4886,password,47,20000,M
4887,AXEWHK,CCUOHIPAQZ,3185556776 Dell Way,,NYTKJEZ,MA,33138,US,1,CCUOHIPAQZ@dell.com,3185556776,2,3448370797559619,2011/05,user4887,password,29,80000,F
4888,INOTQR,OEZWUZNTNM,3140604881 Dell Way,,NXVSWFZ,CO,52608,US,1,OEZWUZNTNM@dell.com,3140604881,4,8677283078897745,2009/06,user4888,password,28,80000,M
4889,SLPKZT,JWOJKHWWVT,2880093545 Dell Way,,RNQWMTJ,OR,55184,US,1,JWOJKHWWVT@dell.com,2880093545,1,9354074670467528,2009/11,user4889,password,82,20000,F
4890,MMHFVD,TFNBBJWVBK,6655608195 Dell Way,,LYXFHPS,MS,76252,US,1,TFNBBJWVBK@dell.com,6655608195,5,6144810129888356,2010/12,user4890,password,80,100000,F
4891,DFGHYM,UANEWJFHVE,1759334880 Dell Way,,EALUSYN,KY,83602,US,1,UANEWJFHVE@dell.com,1759334880,5,7848570397589356,2012/10,user4891,password,31,20000,F
4892,LIZXDZ,LIWVOEQSIQ,7261929146 Dell Way,,ECIDPRY,OH,57324,US,1,LIWVOEQSIQ@dell.com,7261929146,4,4180735739879310,2012/09,user4892,password,45,40000,F
4893,JGEJSM,FNAJDTSTXU,6923848296 Dell Way,,CAKUYCH,NM,75510,US,1,FNAJDTSTXU@dell.com,6923848296,3,4901097096968442,2008/11,user4893,password,53,40000,F
4894,RTVEZI,FJMYBFVWIW,5670887127 Dell Way,,GCUJKLC,AZ,97507,US,1,FJMYBFVWIW@dell.com,5670887127,1,8460061653517187,2008/07,user4894,password,86,80000,F
4895,TVGCAP,OZRUVNCRUF,7385201012 Dell Way,,LDQXFSW,OR,84284,US,1,OZRUVNCRUF@dell.com,7385201012,4,3987721343059093,2011/05,user4895,password,60,40000,F
4896,VMHKAG,BUBOXSJDEM,6624941423 Dell Way,,TCSMYLH,NY,26349,US,1,BUBOXSJDEM@dell.com,6624941423,2,6286446947138757,2009/09,user4896,password,78,20000,F
4897,CLFINZ,JBXCLAGXTI,8498772521 Dell Way,,QFHBNZG,DC,35520,US,1,JBXCLAGXTI@dell.com,8498772521,2,9948876425623896,2011/05,user4897,password,31,80000,M
4898,JCIJMK,GOVGVTAEJG,7456552620 Dell Way,,MLTLRXS,MS,33906,US,1,GOVGVTAEJG@dell.com,7456552620,1,6838238533586264,2012/12,user4898,password,52,40000,F
4899,UQMEXB,AEWTFBDLNO,1315562288 Dell Way,,FYFDRSK,MD,89924,US,1,AEWTFBDLNO@dell.com,1315562288,2,8244375143200160,2010/07,user4899,password,77,40000,F
4900,HMDIMH,FGMGJYTXDS,5888339357 Dell Way,,DGJWQUT,OH,15668,US,1,FGMGJYTXDS@dell.com,5888339357,1,6662447078619153,2009/06,user4900,password,79,80000,M
4901,ZZLGES,TKBSEZVWCC,7526914930 Dell Way,,GYTARLC,HI,68019,US,1,TKBSEZVWCC@dell.com,7526914930,3,2167825188487768,2010/03,user4901,password,24,60000,F
4902,OUJGOU,IGYHCVKFCI,2870397754 Dell Way,,ZDALFGC,WI,86088,US,1,IGYHCVKFCI@dell.com,2870397754,3,1633772072847932,2009/01,user4902,password,37,100000,M
4903,QCLKKR,JSUFCAHLZK,6775966793 Dell Way,,MLQSNOO,OK,16361,US,1,JSUFCAHLZK@dell.com,6775966793,1,2094778758939355,2012/11,user4903,password,89,60000,M
4904,KYJCIC,XNEXUQXFCI,6069141162 Dell Way,,VVVJJOL,AL,60220,US,1,XNEXUQXFCI@dell.com,6069141162,5,4811239415314049,2010/06,user4904,password,46,100000,F
4905,UBTWYG,BVBRSGTBBO,4640135426 Dell Way,,WLYKWZZ,MI,92256,US,1,BVBRSGTBBO@dell.com,4640135426,5,4485940963495523,2011/12,user4905,password,77,60000,M
4906,OLXVMS,WDLCXMEMJP,7378346203 Dell Way,,LUMKUXI,FL,89012,US,1,WDLCXMEMJP@dell.com,7378346203,5,8201559463981540,2010/07,user4906,password,73,20000,M
4907,QXLJUP,VXNIBZSRKM,7358606209 Dell Way,,DVHADMX,TN,50369,US,1,VXNIBZSRKM@dell.com,7358606209,2,9969722851645202,2010/06,user4907,password,89,20000,F
4908,LMDAIA,NQBNISXVVS,1241589788 Dell Way,,CWWPUSA,MO,15827,US,1,NQBNISXVVS@dell.com,1241589788,5,5610328518785537,2008/01,user4908,password,80,60000,M
4909,ZLXZZN,BNWTKRPDUM,3516382167 Dell Way,,AKGSKTT,MI,72018,US,1,BNWTKRPDUM@dell.com,3516382167,3,7869370794389398,2008/11,user4909,password,42,20000,F
4910,FCITDV,PXGHNKCZKM,4841292641 Dell Way,,GCXZWIR,DC,79550,US,1,PXGHNKCZKM@dell.com,4841292641,2,6804341107141227,2011/05,user4910,password,89,100000,M
4911,HSQDIO,JPBTRBDEHG,8191350087 Dell Way,,BGCJYGE,LA,56903,US,1,JPBTRBDEHG@dell.com,8191350087,1,9292325969319792,2011/02,user4911,password,49,20000,M
4912,BFDQOS,SIKTMPBSQI,5542580688 Dell Way,,VAGBEPP,WV,75977,US,1,SIKTMPBSQI@dell.com,5542580688,4,8462887230794878,2012/10,user4912,password,64,20000,F
4913,UQPNIX,XCKNEDDMYE,9268378842 Dell Way,,TAIJPHC,CA,13171,US,1,XCKNEDDMYE@dell.com,9268378842,1,8679120962042362,2010/01,user4913,password,81,40000,M
4914,MVAJTD,UGHXKTVONV,1591142555 Dell Way,,XWLEYNF,UT,58493,US,1,UGHXKTVONV@dell.com,1591142555,3,6083173947408796,2012/10,user4914,password,34,60000,M
4915,GUJJOQ,QMBKIPXDMU,2815716556 Dell Way,,PRTCWQQ,WI,14764,US,1,QMBKIPXDMU@dell.com,2815716556,5,8422670695930720,2010/04,user4915,password,49,80000,F
4916,VBQLRC,MCKCAOPVDH,1436477285 Dell Way,,OGEEWCF,CA,99532,US,1,MCKCAOPVDH@dell.com,1436477285,3,3549477471038699,2010/03,user4916,password,43,40000,F
4917,ZTXCGA,NIBBYWFFKL,7847072446 Dell Way,,JPIMUKM,TX,94021,US,1,NIBBYWFFKL@dell.com,7847072446,2,2124397621955722,2008/08,user4917,password,44,20000,F
4918,HFPHSY,IUXFADPMME,3676727677 Dell Way,,VZZGLWE,HI,26508,US,1,IUXFADPMME@dell.com,3676727677,2,8314510005526245,2011/06,user4918,password,31,100000,M
4919,UGJTPE,QUETKRGPMG,4737587619 Dell Way,,OSSKXXP,GA,32233,US,1,QUETKRGPMG@dell.com,4737587619,5,7210382981225849,2010/10,user4919,password,43,40000,F
4920,SDPXUJ,COTTVIGBXZ,6541878208 Dell Way,,TIWRYBY,LA,92406,US,1,COTTVIGBXZ@dell.com,6541878208,5,7323797591030598,2012/05,user4920,password,70,80000,F
4921,IOHSQV,MKRVQSTPMB,2292146075 Dell Way,,MEANCJL,OK,38593,US,1,MKRVQSTPMB@dell.com,2292146075,4,6978625994641334,2012/05,user4921,password,29,20000,M
4922,LXOGJY,YEPRXEDZQI,4019776561 Dell Way,,ZEKJPDR,PA,82476,US,1,YEPRXEDZQI@dell.com,4019776561,4,2365761966910213,2010/10,user4922,password,22,100000,M
4923,QEBODG,DUEIYDZGDD,7884685118 Dell Way,,RMTVDMP,MO,19386,US,1,DUEIYDZGDD@dell.com,7884685118,5,9216467922553420,2012/11,user4923,password,62,60000,F
4924,RAFYEZ,CMXFLEIPVV,8393239876 Dell Way,,IQZUGLX,AK,48571,US,1,CMXFLEIPVV@dell.com,8393239876,5,3880316884722561,2010/04,user4924,password,47,20000,F
4925,PBLODY,MIKQRZLMHC,7060851349 Dell Way,,MCIYAJJ,TN,28224,US,1,MIKQRZLMHC@dell.com,7060851349,2,5421702534426004,2008/05,user4925,password,75,80000,F
4926,GGOFSX,PIOOUBWWNY,3490070417 Dell Way,,FLZPVUU,MO,15153,US,1,PIOOUBWWNY@dell.com,3490070417,3,4953594599384815,2008/03,user4926,password,81,40000,F
4927,KNEHDM,WRHYOEMNKY,7877008644 Dell Way,,MZTGTGI,AL,81428,US,1,WRHYOEMNKY@dell.com,7877008644,1,1180633458308875,2011/06,user4927,password,53,20000,M
4928,QIBDFT,LDHPPUZOHY,4035103084 Dell Way,,HOSNWTI,NM,85957,US,1,LDHPPUZOHY@dell.com,4035103084,2,3417211416177452,2012/04,user4928,password,33,60000,M
4929,HPWABZ,IQPDPDKOLY,2173450845 Dell Way,,HZVAHLW,NJ,74200,US,1,IQPDPDKOLY@dell.com,2173450845,3,1158256236929446,2009/11,user4929,password,66,80000,M
4930,NQONZE,DCUHMJSLQR,4833879807 Dell Way,,GRZSNPK,NV,11900,US,1,DCUHMJSLQR@dell.com,4833879807,5,9323163246735932,2008/08,user4930,password,50,80000,F
4931,ZDFEGI,ZNUJFFZXMQ,4603088902 Dell Way,,WEELOVM,WY,84758,US,1,ZNUJFFZXMQ@dell.com,4603088902,1,5055947724729777,2012/09,user4931,password,70,100000,M
